Desligamento;Ex-trainee;Data de nascimento;Sexo;Data de admissão;Cargo;Área;Salário mensal médio;Posição crítica;Gestor;Avaliação de desempenho;Distância residência trabalho (Km);Tempo deslocamento (min);Turnover mercado;
0;0;30/05/1980;M;6/13/11;532;Operacional ;R$ 5.980,00;0;591;BOM;17;11;0,17;
0;0;20/09/1992;M;6/13/11;117;Administrativo;R$ 3.783,33;0;204;BOM;5;3;0,16;
0;0;25/01/1977;M;6/13/11;222;Operacional ;R$ 5.468,33;0;254;BOM;29;20;0,23;
0;0;25/11/1989;M;6/13/11;173;Operacional ;R$ 3.640,00;0;592;OTIMO;2;1;0,16;
0;0;28/11/1990;M;6/13/11;126;Operacional ;R$ 5.603,33;0;128;OTIMO;19;13;0,25;
0;0;20/08/1988;F;6/20/11;265;Administrativo;R$ 19.925,00;1;569;BOM;28;19;0,12;
0;0;20/10/1989;M;6/20/11;72;Administrativo;R$ 25.840,00;1;593;BOM;21;14;0,19;
0;0;25/08/1988;M;6/27/11;223;Administrativo;R$ 7.075,00;0;594;BOM;24;16;0,16;
0;0;23/01/1989;M;6/27/11;113;Operacional ;R$ 2.860,00;0;595;BOM;25;17;0,1;
0;0;16/03/1992;M;6/27/11;113;Operacional ;R$ 2.126,67;0;488;INSATISFATORIO;7;4;0,1;
0;0;13/12/1985;M;07/04/2011;431;Operacional ;R$ 4.070,00;0;492;EXCELENTE;10;6;0,22;
0;0;20/01/1977;M;07/04/2011;52;Operacional ;R$ 3.413,33;0;45;BOM;20;13;0,24;
0;0;29/10/1994;M;07/04/2011;430;Operacional ;R$ 5.461,67;0;491;BOM;10;6;0,25;
0;0;28/11/1988;M;07/11/2011;265;Administrativo;R$ 11.666,67;1;596;BOM;21;14;0,12;
1;0;16/06/1987;M;07/11/2011;533;Operacional ;R$ 3.981,67;0;237;BOM;30;20;0,26;
0;0;24/04/1992;M;7/18/11;53;Administrativo;R$ 9.333,33;0;48;OTIMO;16;11;0,25;
0;0;24/02/1967;M;7/25/11;421;Administrativo;R$ 3.900,00;0;597;BOM;0;0;0,02;
0;0;19/07/1989;M;7/25/11;534;Operacional ;R$ 4.296,67;0;395;BOM;11;7;0,04;
0;0;20/05/1979;M;08/01/2011;123;Administrativo;R$ 4.500,00;0;458;BOM;27;18;0,26;
0;0;21/05/1991;M;08/01/2011;535;Operacional ;R$ 4.455,00;0;196;BOM;21;14;0,17;
0;0;27/08/1986;M;08/08/2011;181;Administrativo;R$ 11.833,33;1;598;BOM;19;13;0,07;
0;0;19/12/1989;M;08/08/2011;427;Operacional ;R$ 3.988,33;0;599;BOM;17;11;0,05;
0;0;16/01/1983;M;08/08/2011;481;Operacional ;R$ 2.665,00;0;205;BOM;10;6;0,11;
0;0;25/01/1980;M;08/08/2011;525;Operacional ;R$ 4.138,33;0;82;EXCELENTE;1;0;0,06;
0;0;25/03/1982;M;8/15/11;412;Operacional ;R$ 5.851,67;0;478;OTIMO;12;8;0,22;
0;0;21/08/1992;M;8/15/11;516;Operacional ;R$ 4.096,67;0;600;BOM;27;18;0,13;
0;0;31/03/1980;M;8/15/11;238;Administrativo;R$ 4.623,33;0;601;BOM;16;11;0,05;
0;0;29/01/1987;M;8/15/11;257;Operacional ;R$ 4.880,00;0;498;OTIMO;4;2;0,13;
0;0;28/08/1990;F;8/22/11;536;Operacional ;R$ 4.063,33;0;602;OTIMO;16;11;0,07;
0;0;18/06/1989;M;8/22/11;312;Operacional ;R$ 2.735,00;0;77;BOM;8;5;0,1;
0;0;18/08/1975;M;8/22/11;433;Operacional ;R$ 2.958,33;0;577;OTIMO;11;7;0,08;
0;0;24/07/1985;M;8/22/11;209;Operacional ;R$ 4.583,33;0;489;BOM;23;15;0,08;
0;0;15/10/1995;F;8/22/11;537;Coordenação;R$ 7.596,67;1;168;OTIMO;5;3;0,21;
0;0;17/04/1990;F;8/22/11;123;Administrativo;R$ 3.721,67;0;123;BOM;1;0;0,26;
0;0;20/02/1987;M;8/22/11;115;Administrativo;R$ 5.845,00;0;603;BOM;4;2;0,2;
0;0;16/07/1993;M;8/29/11;73;Operacional ;R$ 3.881,67;0;151;OTIMO;7;4;0,22;
0;0;17/10/1988;M;09/05/2011;32;Operacional ;R$ 3.881,67;0;198;BOM;15;10;0,06;
0;0;23/06/1993;M;09/05/2011;32;Operacional ;R$ 3.881,67;0;198;BOM;3;2;0,06;
0;0;21/09/1981;M;09/05/2011;225;Operacional ;R$ 6.048,33;0;604;BOM;13;9;0,07;
0;0;31/10/1993;M;09/05/2011;288;Operacional ;R$ 3.418,33;0;605;BOM;3;2;0,13;
0;0;29/05/1990;F;09/05/2011;538;Administrativo;R$ 6.466,67;0;606;OTIMO;32;22;0,17;
0;0;19/07/1994;M;09/05/2011;539;Operacional ;R$ 2.706,67;0;268;OTIMO;12;8;0,2;
0;0;26/10/1975;M;09/05/2011;540;Administrativo;R$ 7.000,00;0;170;BOM;28;19;0,1;
0;0;31/03/1987;M;9/19/11;136;Operacional ;R$ 3.418,33;0;394;BOM;27;18;0,16;
0;0;26/04/1988;M;9/19/11;136;Operacional ;R$ 3.418,33;0;394;BOM;11;7;0,16;
0;0;30/06/1990;M;9/19/11;412;Operacional ;R$ 4.525,00;0;495;OTIMO;13;9;0,22;
0;0;19/06/1986;M;9/19/11;541;Operacional ;R$ 3.876,67;0;607;BOM;20;13;0,24;
0;0;14/10/1992;M;9/26/11;222;Operacional ;R$ 3.296,67;0;608;BOM;13;9;0,23;
0;0;19/01/1978;F;9/26/11;319;Administrativo;R$ 1.371,67;0;371;BOM;29;20;0,23;
0;0;17/08/1982;F;9/26/11;117;Administrativo;R$ 4.241,67;0;609;BOM;30;20;0,16;
0;0;30/03/1989;M;9/20/11;542;Administrativo;R$ 4.350,00;0;610;BOM;20;13;0,17;
0;0;15/03/1993;M;10/03/2011;209;Operacional ;R$ 3.418,33;0;425;BOM;24;16;0,08;
0;0;23/07/1989;M;10/03/2011;543;Coordenação;R$ 27.326,67;1;240;BOM;12;8;0,18;
0;0;19/01/1972;F;10/03/2011;544;Administrativo;R$ 6.685,00;0;611;BOM;32;22;0,19;
0;0;30/07/1986;M;10/03/2011;545;Administrativo;R$ 8.101,67;0;612;BOM;16;11;0,12;
0;0;22/06/1979;M;10/10/2011;546;Operacional ;R$ 3.013,33;0;509;BOM;13;9;0,14;
0;0;21/08/1991;F;10/10/2011;547;Administrativo;R$ 3.843,33;0;320;BOM;14;9;0,23;
0;0;26/07/1976;M;10/10/2011;548;Administrativo;R$ 11.833,33;0;313;BOM;7;4;0,14;
0;0;13/08/1989;M;10/10/2011;449;Operacional ;R$ 3.326,67;0;613;BOM;21;14;0,22;
0;0;20/01/1988;M;10/10/2011;498;Operacional ;R$ 3.416,67;0;415;OTIMO;16;11;0,02;
0;0;15/12/1966;M;10/10/2011;431;Operacional ;R$ 4.845,00;0;459;INSATISFATORIO;7;4;0,22;
0;0;20/04/1966;M;10/10/2011;57;Operacional ;R$ 3.303,33;0;614;BOM;3;2;0,07;
0;0;24/04/1987;M;10/17/11;487;Administrativo;R$ 16.361,67;1;615;BOM;5;3;0,09;
0;0;24/06/1983;M;10/17/11;113;Operacional ;R$ 2.001,67;0;192;BOM;16;11;0,1;
0;0;16/04/1995;M;10/17/11;150;Operacional ;R$ 4.003,33;0;157;BOM;11;7;0,13;
0;0;18/11/1988;M;10/24/11;549;Operacional ;R$ 4.068,33;0;387;EXCELENTE;4;2;0,08;
0;0;26/03/1987;M;11/01/2011;550;Administrativo;R$ 20.100,00;0;616;OTIMO;29;20;0,22;
0;0;22/04/1989;M;11/07/2011;348;Administrativo;R$ 14.216,67;1;87;OTIMO;9;6;0,04;
0;0;23/11/1994;M;11/07/2011;551;Operacional ;R$ 3.418,33;0;617;OTIMO;0;0;0,2;
0;0;28/01/1979;M;11/07/2011;543;Coordenação;R$ 18.263,33;1;382;OTIMO;18;12;0,18;
1;0;19/12/1988;M;11/07/2011;132;Operacional ;R$ 3.061,67;0;157;INSATISFATORIO;31;21;0,14;
0;0;15/08/1992;M;11/07/2011;132;Operacional ;R$ 2.461,67;0;157;OTIMO;0;0;0,14;
0;0;29/11/1983;F;11/07/2011;316;Administrativo;R$ 1.371,67;0;370;OTIMO;30;20;0,11;
0;0;29/11/1993;M;11/21/11;549;Operacional ;R$ 4.485,00;0;360;OTIMO;29;20;0,08;
0;0;27/11/1991;M;11/07/2011;552;Administrativo;R$ 3.270,00;0;120;OTIMO;11;7;0,04;
0;0;14/03/1984;M;11/21/11;113;Operacional ;R$ 2.003,33;0;156;BOM;17;11;0,1;
0;0;13/05/1981;M;12/12/2011;289;Administrativo;R$ 18.673,33;1;618;OTIMO;5;3;0,09;
0;0;25/03/1995;M;12/12/2011;289;Administrativo;R$ 18.081,67;1;618;BOM;23;15;0,09;
0;0;16/10/1991;M;12/12/2011;534;Operacional ;R$ 5.516,67;0;503;BOM;19;13;0,04;
0;0;13/08/1987;F;12/19/11;320;Administrativo;R$ 1.775,00;0;372;BOM;20;13;0,17;
0;0;19/10/1985;M;12/19/11;21;Operacional ;R$ 3.720,00;0;592;BOM;0;0;0,13;
0;0;20/05/1996;M;12/19/11;553;Operacional ;R$ 5.461,67;0;619;BOM;15;10;0,05;
0;0;18/03/1995;M;01/02/2012;554;Administrativo;R$ 13.523,33;1;398;BOM;12;8;0,09;
0;0;15/09/1994;M;01/02/2012;223;Administrativo;R$ 5.963,33;0;158;INSATISFATORIO;21;14;0,16;
0;1;13/06/1991;M;01/09/2012;555;Administrativo;R$ 11.478,33;1;620;OTIMO;21;14;0,13;
0;1;26/08/1987;F;01/09/2012;556;Coordenação;R$ 13.966,67;1;429;BOM;14;9;0,26;
0;0;20/10/1987;M;01/09/2012;557;Coordenação;R$ 10.871,67;1;95;BOM;16;11;0,08;
0;0;25/02/1996;M;01/09/2012;235;Administrativo;R$ 7.718,33;0;437;BOM;3;2;0,23;
0;1;22/06/1994;M;01/09/2012;72;Administrativo;R$ 11.188,33;1;16;BOM;16;11;0,19;
0;0;21/04/1984;M;01/09/2012;558;Operacional ;R$ 4.438,33;0;243;OTIMO;27;18;0,17;
1;0;17/02/1984;M;01/09/2012;559;Administrativo;R$ 5.000,00;0;63;OTIMO;0;0;0,09;
0;0;13/06/1985;M;01/09/2012;560;Operacional ;R$ 5.461,67;0;621;OTIMO;17;11;0,16;
0;1;27/08/1986;M;01/09/2012;556;Coordenação;R$ 12.303,33;1;264;OTIMO;13;9;0,26;
0;1;15/12/1984;M;01/09/2012;561;Coordenação;R$ 13.440,00;1;622;BOM;4;2;0,23;
0;0;24/04/1995;F;01/10/2012;562;Gerência;R$ 46.328,33;1;623;BOM;14;9;0,22;
0;0;13/06/1995;F;1/16/12;316;Administrativo;R$ 1.371,67;0;624;BOM;26;18;0,11;
1;0;19/12/1988;M;1/16/12;11;Operacional ;R$ 3.276,67;0;524;BOM;28;19;0,26;
0;0;23/12/1991;F;1/23/12;320;Administrativo;R$ 1.775,00;0;625;OTIMO;21;14;0,17;
0;0;30/03/1991;M;1/23/12;173;Operacional ;R$ 2.410,00;0;167;OTIMO;16;11;0,16;
1;0;13/06/1990;M;02/06/2012;58;Operacional ;R$ 3.723,33;0;626;OTIMO;14;9;0,19;
0;0;29/04/1990;M;02/06/2012;563;Operacional ;R$ 10.328,33;0;627;OTIMO;26;18;0,24;
0;0;16/11/1996;M;2/13/12;564;Administrativo;R$ 7.208,33;0;628;OTIMO;11;7;0,03;
0;0;25/08/1996;M;2/13/12;11;Operacional ;R$ 3.118,33;0;524;BOM;24;16;0,26;
0;0;17/07/1995;M;2/20/12;113;Operacional ;R$ 2.355,00;0;490;OTIMO;25;17;0,1;
1;0;28/11/1994;M;03/05/2012;11;Operacional ;R$ 3.118,33;0;524;OTIMO;3;2;0,26;
0;0;21/07/1996;M;03/05/2012;11;Operacional ;R$ 1.830,00;0;392;OTIMO;22;15;0,26;
0;0;22/03/1997;M;03/05/2012;117;Administrativo;R$ 4.305,00;0;629;BOM;5;3;0,16;
0;0;13/04/1997;M;03/05/2012;565;Operacional ;R$ 4.068,33;0;564;BOM;28;19;0,15;
0;0;25/08/1996;M;03/05/2012;11;Operacional ;R$ 1.656,67;0;511;BOM;21;14;0,26;
0;0;29/09/1996;F;03/05/2012;117;Administrativo;R$ 4.673,33;0;630;BOM;15;10;0,16;
0;0;20/08/1996;M;03/12/2012;222;Operacional ;R$ 3.293,33;0;331;BOM;18;12;0,23;
0;0;25/10/1994;M;03/12/2012;222;Operacional ;R$ 2.515,00;0;155;BOM;28;19;0,23;
0;0;25/03/1995;M;3/19/12;305;Operacional ;R$ 3.303,33;0;387;OTIMO;30;20;0,23;
0;0;28/04/1997;M;3/19/12;509;Coordenação;R$ 16.368,33;1;188;INSATISFATORIO;24;16;0,2;
0;0;29/09/1994;M;3/19/12;566;Administrativo;R$ 4.756,67;0;631;BOM;22;15;0,21;
0;0;29/05/1992;M;04/02/2012;479;Administrativo;R$ 6.881,67;0;463;BOM;15;10;0,05;
1;0;16/10/1997;M;3/26/12;73;Operacional ;R$ 3.978,33;0;445;BOM;28;19;0,22;
0;0;13/12/1997;M;04/02/2012;468;Operacional ;R$ 3.418,33;0;385;BOM;8;5;0,14;
0;0;19/05/1994;M;04/02/2012;495;Operacional ;R$ 3.330,00;0;632;OTIMO;11;7;0,02;
0;0;24/05/1991;F;04/02/2012;567;Administrativo;R$ 5.666,67;0;227;BOM;15;10;0,03;
0;0;25/12/1991;M;04/02/2012;57;Operacional ;R$ 3.303,33;0;614;BOM;25;17;0,07;
1;0;26/10/1990;M;04/02/2012;245;Operacional ;R$ 3.303,33;0;155;BOM;20;13;0,07;
0;0;25/09/1985;M;04/02/2012;337;Operacional ;R$ 3.403,33;0;393;OTIMO;24;16;0,1;
0;0;28/07/1995;M;04/02/2012;449;Operacional ;R$ 3.330,00;0;633;BOM;21;14;0,22;
0;0;28/04/1983;M;04/02/2012;286;Operacional ;R$ 3.013,33;0;348;BOM;23;15;0,07;
0;0;16/06/1987;M;04/09/2012;113;Operacional ;R$ 2.278,33;0;634;OTIMO;32;22;0,1;
0;0;26/05/1987;M;04/09/2012;436;Operacional ;R$ 3.998,33;0;495;BOM;32;22;0,09;
0;0;16/07/1988;M;04/09/2012;568;Operacional ;R$ 4.315,00;0;487;OTIMO;20;13;0,22;
0;0;19/07/1994;M;4/16/12;113;Operacional ;R$ 2.098,33;0;490;BOM;2;1;0,1;
0;0;23/07/1982;M;4/16/12;365;Operacional ;R$ 3.780,00;0;421;OTIMO;12;8;0,16;
0;0;18/07/1992;M;4/16/12;448;Operacional ;R$ 3.418,33;0;635;OTIMO;24;16;0,15;
1;0;28/01/1989;M;4/16/12;569;Operacional ;R$ 2.871,67;0;405;BOM;11;7;0,22;
0;0;30/09/1982;M;4/16/12;570;Operacional ;R$ 5.078,33;0;636;OTIMO;29;20;0,03;
0;0;29/03/1986;F;4/16/12;345;Administrativo;R$ 3.678,33;0;399;OTIMO;5;3;0,11;
0;0;25/07/1988;F;4/16/12;412;Operacional ;R$ 4.110,00;0;494;BOM;17;11;0,22;
0;0;16/04/1990;M;05/07/2012;156;Operacional ;R$ 2.680,00;0;270;BOM;9;6;0,25;
0;0;13/03/1971;M;05/07/2012;284;Operacional ;R$ 3.930,00;0;397;BOM;5;3;0,25;
0;0;22/04/1992;M;05/07/2012;288;Operacional ;R$ 3.418,33;0;319;OTIMO;25;17;0,13;
0;0;30/11/1992;F;05/07/2012;571;Administrativo;R$ 1.371,67;0;370;OTIMO;4;2;0,17;
0;0;14/10/1997;F;5/14/12;117;Administrativo;R$ 4.491,67;0;637;BOM;29;20;0,16;
0;0;28/06/1983;M;5/14/12;173;Operacional ;R$ 3.270,00;0;592;BOM;9;6;0,16;
0;0;14/02/1990;M;06/04/2012;222;Operacional ;R$ 3.060,00;0;638;BOM;6;4;0,23;
0;0;21/05/1990;M;5/28/12;173;Operacional ;R$ 3.383,33;0;592;BOM;5;3;0,16;
0;0;26/02/1992;M;5/28/12;117;Administrativo;R$ 3.683,33;0;192;BOM;27;18;0,16;
0;0;28/12/1988;M;5/28/12;572;Administrativo;R$ 8.821,67;0;469;OTIMO;3;2;0,22;
0;0;23/12/1995;M;5/28/12;542;Administrativo;R$ 3.233,33;0;78;BOM;30;20;0,17;
0;0;15/02/1993;M;06/04/2012;573;Operacional ;R$ 4.070,00;0;639;BOM;8;5;0,16;
0;0;15/06/1993;M;06/04/2012;360;Operacional ;R$ 4.843,33;0;639;BOM;7;4;0,02;
0;0;23/05/1991;M;06/04/2012;222;Operacional ;R$ 3.470,00;0;31;OTIMO;5;3;0,23;
0;0;21/04/1993;M;06/04/2012;574;Operacional ;R$ 7.773,33;0;640;INSATISFATORIO;15;10;0,23;
0;0;22/11/1995;M;06/04/2012;569;Operacional ;R$ 2.871,67;0;405;OTIMO;0;0;0,22;
0;0;30/12/1991;M;06/04/2012;575;Operacional ;R$ 2.871,67;0;468;BOM;0;0;0,07;
0;0;19/05/1995;M;06/04/2012;324;Administrativo;R$ 17.395,00;1;569;BOM;20;13;0,14;
0;0;23/03/1996;M;06/04/2012;576;Coordenação;R$ 17.968,33;1;566;OTIMO;5;3;0,13;
0;0;18/05/1990;M;06/04/2012;577;Administrativo;R$ 11.946,67;0;508;BOM;10;6;0,07;
0;0;13/12/1990;M;06/04/2012;113;Operacional ;R$ 3.248,33;0;221;OTIMO;15;10;0,1;
0;0;28/06/1991;M;06/04/2012;578;Operacional ;R$ 6.093,33;0;14;BOM;18;12;0,18;
0;0;25/11/1989;M;06/11/2012;579;Coordenação;R$ 15.500,00;1;641;OTIMO;16;11;0,2;
0;0;14/04/1994;M;6/18/12;485;Operacional ;R$ 4.476,67;0;639;BOM;17;11;0,2;
0;0;31/03/1994;M;6/13/12;580;Operacional ;R$ 3.083,33;0;460;OTIMO;3;2;0,22;
1;0;22/11/1997;F;6/18/12;320;Administrativo;R$ 1.783,33;0;625;INSATISFATORIO;26;18;0,17;
0;0;27/03/1998;M;6/25/12;82;Operacional ;R$ 5.775,00;0;642;OTIMO;10;6;0,21;
0;0;31/08/1993;M;6/25/12;113;Operacional ;R$ 2.878,33;0;576;BOM;7;4;0,1;
0;0;27/02/1996;M;6/25/12;113;Operacional ;R$ 2.603,33;0;477;OTIMO;2;1;0,1;
0;0;13/02/1990;M;07/02/2012;113;Operacional ;R$ 2.175,00;0;156;BOM;18;12;0,1;
0;0;24/03/1996;M;07/03/2012;581;Operacional ;R$ 6.001,67;0;522;BOM;21;14;0,03;
0;0;24/06/1993;M;07/10/2012;21;Operacional ;R$ 3.398,33;0;592;OTIMO;2;1;0,13;
0;0;17/06/1983;M;7/17/12;568;Operacional ;R$ 3.998,33;0;159;BOM;2;1;0,22;
0;0;26/06/1977;M;7/17/12;369;Operacional ;R$ 2.505,00;0;638;BOM;29;20;0,16;
0;0;17/06/1993;M;7/16/12;154;Operacional ;R$ 2.958,33;0;138;BOM;17;11;0,11;
0;0;15/04/1992;M;7/16/12;305;Operacional ;R$ 3.301,67;0;359;BOM;30;20;0,23;
1;0;28/08/1991;M;7/16/12;537;Coordenação;R$ 8.833,33;1;194;BOM;32;22;0,21;
0;0;14/04/1999;M;7/16/12;582;Administrativo;R$ 15.361,67;1;643;BOM;31;21;0,04;
0;0;26/01/1992;M;7/16/12;583;Operacional ;R$ 5.215,00;0;644;BOM;21;14;0,03;
0;0;19/01/1989;M;7/23/12;515;Administrativo;R$ 6.646,67;0;578;OTIMO;14;9;0,05;
0;0;25/09/1983;M;7/23/12;173;Operacional ;R$ 2.843,33;0;430;BOM;24;16;0,16;
0;0;20/11/1994;M;7/23/12;21;Operacional ;R$ 5.288,33;0;645;OTIMO;27;18;0,13;
0;0;20/10/1995;M;7/23/12;584;Operacional ;R$ 5.401,67;0;646;BOM;30;20;0,15;
0;0;19/04/1993;M;08/01/2012;21;Operacional ;R$ 4.805,00;0;645;OTIMO;2;1;0,13;
0;0;26/06/1976;M;08/06/2012;113;Operacional ;R$ 2.261,67;0;297;BOM;5;3;0,1;
1;0;29/03/1996;M;08/06/2012;173;Operacional ;R$ 2.630,00;0;563;OTIMO;7;4;0,16;
0;0;24/05/1994;M;08/06/2012;585;Administrativo;R$ 11.001,67;0;647;BOM;23;15;0,03;
0;0;22/07/1986;M;08/06/2012;586;Administrativo;R$ 15.551,67;1;648;BOM;28;19;0,02;
0;0;30/07/1992;M;8/13/12;79;Operacional ;R$ 3.000,00;0;462;BOM;20;13;0,24;
0;0;19/05/1994;M;8/13/12;113;Operacional ;R$ 2.156,67;0;532;EXCELENTE;17;11;0,1;
0;0;20/11/1978;F;8/20/12;587;Administrativo;R$ 1.538,33;0;649;BOM;21;14;0,07;
0;0;16/01/1997;F;8/20/12;123;Administrativo;R$ 4.671,67;0;525;EXCELENTE;11;7;0,26;
0;0;26/01/1995;M;8/20/12;588;Operacional ;R$ 2.871,67;0;575;BOM;14;9;0,19;
0;0;29/05/1989;M;8/27/12;589;Operacional ;R$ 4.526,67;0;444;OTIMO;11;7;0,19;
0;0;25/10/1900;M;8/27/12;57;Operacional ;R$ 3.983,33;0;299;OTIMO;14;9;0,07;
0;0;14/03/1997;M;8/27/12;35;Administrativo;R$ 7.375,00;0;347;BOM;20;13;0,15;
0;0;13/12/1991;M;09/03/2012;123;Administrativo;R$ 4.270,00;0;117;OTIMO;10;6;0,26;
0;0;31/08/1988;M;09/03/2012;261;Operacional ;R$ 3.681,67;0;489;OTIMO;28;19;0,23;
0;0;18/10/1975;M;09/03/2012;534;Operacional ;R$ 4.111,67;0;555;BOM;26;18;0,04;
0;0;22/08/1988;M;09/10/2012;181;Administrativo;R$ 15.456,67;1;650;BOM;23;15;0,07;
0;0;31/05/1989;M;09/10/2012;199;Administrativo;R$ 3.750,00;0;488;BOM;2;1;0,21;
0;0;24/07/1990;M;09/10/2012;173;Operacional ;R$ 3.263,33;0;293;BOM;21;14;0,16;
0;0;29/12/1980;M;9/17/12;199;Administrativo;R$ 4.033,33;0;541;OTIMO;32;22;0,21;
0;0;14/04/1998;M;09/10/2012;580;Operacional ;R$ 5.530,00;0;460;BOM;14;9;0,22;
0;0;26/10/1998;F;9/17/12;590;Operacional ;R$ 3.123,33;0;651;INSATISFATORIO;12;8;0,03;
0;0;14/01/1992;M;09/10/2012;173;Operacional ;R$ 2.780,00;0;574;OTIMO;20;13;0,16;
0;0;17/01/1980;M;9/17/12;591;Operacional ;R$ 4.270,00;0;544;BOM;16;11;0,05;
0;0;25/02/1994;M;9/17/12;592;Operacional ;R$ 3.715,00;0;602;OTIMO;22;15;0,1;
0;0;26/01/1987;F;9/17/12;593;Administrativo;R$ 4.078,33;0;320;OTIMO;7;4;0,12;
0;0;23/05/1996;F;9/24/12;426;Administrativo;R$ 6.501,67;0;395;OTIMO;22;15;0,25;
0;0;20/08/1982;M;9/24/12;594;Operacional ;R$ 2.958,33;0;133;BOM;18;12;0,06;
0;0;26/01/1991;M;10/01/2012;595;Operacional ;R$ 3.540,00;0;602;BOM;12;8;0,18;
0;0;26/02/1992;M;10/01/2012;471;Operacional ;R$ 3.978,33;0;407;OTIMO;30;20;0,14;
0;0;26/09/1997;F;10/01/2012;337;Operacional ;R$ 3.936,67;0;407;OTIMO;19;13;0,1;
0;0;29/09/1994;M;10/01/2012;113;Operacional ;R$ 1.898,33;0;652;OTIMO;3;2;0,1;
0;0;19/02/1967;M;10/01/2012;596;Administrativo;R$ 4.350,00;0;236;BOM;20;13;0,09;
0;0;22/01/1997;M;10/01/2012;597;Operacional ;R$ 5.130,00;0;653;BOM;13;9;0,08;
0;0;21/11/1994;M;10/01/2012;588;Operacional ;R$ 2.871,67;0;397;OTIMO;15;10;0,19;
0;0;13/04/1987;M;10/01/2012;369;Operacional ;R$ 2.026,67;0;614;OTIMO;26;18;0,16;
0;0;14/09/1997;M;10/02/2012;365;Operacional ;R$ 3.418,33;0;416;BOM;10;6;0,16;
0;0;20/07/1989;F;10/08/2012;117;Administrativo;R$ 4.503,33;0;654;BOM;19;13;0,16;
0;0;20/05/1992;M;10/08/2012;392;Operacional ;R$ 4.556,67;0;14;OTIMO;2;1;0,13;
0;0;19/09/1987;M;10/08/2012;11;Operacional ;R$ 1.583,33;0;652;BOM;0;0;0,26;
0;0;19/09/1989;F;10/08/2012;412;Operacional ;R$ 4.861,67;0;478;BOM;4;2;0,22;
0;0;22/08/1994;M;10/15/12;113;Operacional ;R$ 2.198,33;0;287;BOM;19;13;0,1;
0;0;18/03/1994;M;10/22/12;137;Operacional ;R$ 4.186,67;0;127;OTIMO;32;22;0,22;
0;0;31/08/1995;M;10/29/12;222;Operacional ;R$ 3.470,00;0;31;OTIMO;6;4;0,23;
0;0;27/09/1981;M;11/05/2012;20;Operacional ;R$ 3.116,67;0;419;BOM;16;11;0,23;
0;0;26/06/1995;M;11/05/2012;598;Administrativo;R$ 18.328,33;1;655;BOM;22;15;0,23;
0;0;15/12/1968;M;11/05/2012;550;Coordenação;R$ 25.603,33;1;628;OTIMO;25;17;0,22;
0;0;29/10/1991;M;11/05/2012;498;Operacional ;R$ 3.418,33;0;656;BOM;5;3;0,02;
0;0;26/02/1997;M;11/05/2012;312;Operacional ;R$ 2.505,00;0;268;BOM;13;9;0,1;
0;0;14/02/1997;M;11/05/2012;599;Administrativo;R$ 3.813,33;0;512;EXCELENTE;32;22;0,22;
0;0;23/09/1991;M;11/05/2012;222;Operacional ;R$ 2.461,67;0;638;BOM;10;6;0,23;
0;0;15/11/1995;M;11/05/2012;458;Operacional ;R$ 3.418,33;0;531;OTIMO;7;4;0,19;
0;0;23/07/1985;M;11/05/2012;11;Operacional ;R$ 1.936,67;0;657;BOM;18;12;0,26;
0;0;17/02/1983;M;11/12/2012;421;Administrativo;R$ 3.863,33;0;109;INSATISFATORIO;7;4;0,02;
0;0;29/09/1994;M;11/12/2012;173;Operacional ;R$ 2.778,33;0;574;OTIMO;14;9;0,16;
0;0;18/04/1994;M;11/19/12;365;Operacional ;R$ 3.966,67;0;400;OTIMO;16;11;0,16;
0;0;14/11/1996;F;11/26/12;600;Operacional ;R$ 2.393,33;0;191;OTIMO;19;13;0,04;
1;0;26/05/1986;M;12/10/2012;601;Administrativo;R$ 6.535,00;0;106;OTIMO;20;13;0,07;
1;0;14/01/1984;F;12/05/2012;72;Administrativo;R$ 12.740,00;1;658;BOM;4;2;0,19;
0;0;16/01/1999;M;12/03/2012;11;Operacional ;R$ 1.658,33;0;659;OTIMO;32;22;0,26;
0;0;13/01/1996;F;12/03/2012;117;Administrativo;R$ 4.563,33;0;660;INSATISFATORIO;12;8;0,16;
0;0;30/10/1988;M;12/04/2012;602;Administrativo;R$ 6.000,00;0;661;OTIMO;0;0;0,17;
0;0;19/04/1978;M;12/10/2012;603;Operacional ;R$ 4.805,00;0;57;BOM;4;2;0,24;
0;0;15/10/1996;F;12/10/2012;319;Administrativo;R$ 1.371,67;0;371;BOM;7;4;0,23;
0;0;25/09/1980;M;12/17/12;604;Operacional ;R$ 4.165,00;0;591;BOM;13;9;0,16;
0;0;13/03/1990;F;12/17/12;605;Administrativo;R$ 6.570,00;1;662;OTIMO;23;15;0,06;
0;0;30/09/1997;F;12/17/12;606;Administrativo;R$ 6.140,00;0;99;BOM;30;20;0,05;
0;0;24/06/1994;F;12/17/12;288;Operacional ;R$ 3.780,00;0;357;OTIMO;13;9;0,13;
0;0;26/02/1986;M;12/17/12;497;Operacional ;R$ 3.158,33;0;663;OTIMO;26;18;0,06;
0;0;30/06/1998;M;12/17/12;431;Operacional ;R$ 4.068,33;0;534;OTIMO;0;0;0,22;
0;0;28/01/1997;F;12/17/12;316;Administrativo;R$ 1.371,67;0;370;OTIMO;4;2;0,11;
